dataset,status,n_features,beam_size,attempt,refinement_type,r2,rmse,complexity,seconds,error,noise_strength,expr
1027_ESL,ok,4,128,3,BFGS,0.8881423918531225,0.4863678374119869,96,158.57,,0.01,(3.7159017001518073 + (((((1.9024635200244222 * (-4.543727322540949 + (0.8485018342746871 * x_2))) - ((0.32299355042218947 * (-4.543727322540949 + (0.8485018342746871 * x_2))) - (1.8863760055391237 * sin((1.5732205513419917 + (0.4599080215364093 * (-6.146798559422659 + (1.0976425998969035 * x_3)))))))) - ((-0.2937289533433207 * (-3.689442089095961 + (0.6641659926365366 * x_0))) - (0.7168379867616476 + (1.4573926160419712 * (-6.146798559422659 + (1.0976425998969035 * x_3)))))) - ((1.8417055067146948 * (-4.543727322540949 + (0.8485018342746871 * x_2))) - ((0.8410069058901575 * ((-4.543727322540949 + (0.8485018342746871 * x_2)) * sin((1.2413287846501202 + (0.4656381490872332 * (-6.146798559422659 + (1.0976425998969035 * x_3))))))) - (-0.41350308950863 * (-3.1650294675520123 + (0.6187740894529837 * x_1)))))) - (2.025758821586405 * sin((0.586313505926888 + (0.6117086354155519 * (-6.146798559422659 + (1.0976425998969035 * x_3))))))))
1028_SWD,ok,10,32,1,BFGS,0.45720919036147967,0.5950770741745733,107,456.10,,0.01,(2.8053412158597473 + (((0.31427306284085965 * sin((0.7304320299619484 + (1.044673844937262 * (-2.3736872687394746 + (1.012233376861183 * x_4)))))) - (1.8026563561842237 * (((-0.2430534589515222 * (-2.1689364464787513 + (0.972617240573431 * x_2))) - (0.1721258666218322 * sin(((1.5158621397120187 * (-2.6745450995191127 + (1.3046561461068844 * x_9))) - (((0.7206592202108562 * (-2.3736872687394746 + (1.012233376861183 * x_4))) - (1.612017790081087 * sin((2.2049330778687484 + (1.1186647158125895 * (-2.8621521711176414 + (1.2806049982629268 * x_1))))))) - (((0.9181075357548245 * (-2.1689364464787513 + (0.972617240573431 * x_2))) - (0.9767722075408858 * (-2.1689364464787513 + (0.972617240573431 * x_2)))) - (1.4423542358563415 * (-2.1689364464787513 + (0.972617240573431 * x_2))))))))) - (0.9734764701261953 * (-2.6745450995191127 + (1.3046561461068844 * x_9)))))) - ((1.597628865791623 * (-2.6745450995191127 + (1.3046561461068844 * x_9))) - sin((1.4691796935625696 + (0.5932517368121322 * (-2.1689364464787513 + (0.972617240573431 * x_2))))))))
1029_LEV,ok,4,128,3,BFGS,0.6388362819543361,0.583404394812238,110,290.64,,0.01,(1.7743715878460296 + (((((0.4846980891098899 * sin(((1.8597174666294851 * sin((0.2376171041367415 + (1.2270755034836647 * (-1.3777422408758337 + (0.721331016165358 * x_3)))))) - sin((0.989974787888021 + (0.6143048605135077 * (-1.490881128154221 + (0.7665198602335326 * x_1)))))))) - (0.5639391943803459 * sin((0.7188563685267112 + (1.106727130215843 * (-1.490881128154221 + (0.7665198602335326 * x_1))))))) - ((0.1887752013949514 * (-1.338219395737549 + (0.6915862510271571 * x_2))) - (0.500290087885235 * sin((0.7491342791732054 + (1.1481541661940275 * (-1.490881128154221 + (0.7665198602335326 * x_1)))))))) - ((-0.03535139644647548 * (-1.338219395737549 + (0.6915862510271571 * x_2))) - (2.004151686524032 * sin(((0.19067328562498362 * (-1.3537592065395143 + (0.7317617332646023 * x_0))) - (-0.14459364995798574 * sin((-0.07916705004988313 + (3.951343557329365 * (-1.490881128154221 + (0.7665198602335326 * x_1))))))))))) - ((-0.36095719039105667 * (-1.338219395737549 + (0.6915862510271571 * x_2))) - (0.6695742168000915 * (-1.490881128154221 + (0.7665198602335326 * x_1))))))
1030_ERA,ok,4,128,3,BFGS,0.5134315571665122,1.4002023851365861,125,320.38,,0.01,(3.186719564383642 + ((-0.813401847473799 * sin(((1.8992030481330175 * (-1.6821592654348876 + (0.2229502008528678 * x_0))) - (3.988643601485233 * sin((1.5018710628235823 + (1.1549894638296632 * (-1.4098777764544617 + (0.21377979931075994 * x_3))))))))) - ((((((1.6445963983032703 * sin((2.6266439037566416 + (0.6574381016574189 * (-1.775251610451698 + (0.26918144207000727 * x_2)))))) - (0.1269119051221569 * (-1.8026202153614108 + (0.2599308169230585 * x_1)))) - (((0.6189318023478227 * (-1.6821592654348876 + (0.2229502008528678 * x_0))) - (0.18704067057546292 + (0.910781728416791 * (-1.8026202153614108 + (0.2599308169230585 * x_1))))) - ((-0.21182126165343285 * ((-1.4098777764544617 + (0.21377979931075994 * x_3)) * (-1.6821592654348876 + (0.2229502008528678 * x_0)))) - (1.6985645656316262 + (0.4424417043209785 * (-1.8026202153614108 + (0.2599308169230585 * x_1))))))) - (1.3364487387356387 * (-1.8026202153614108 + (0.2599308169230585 * x_1)))) - (0.42859904546298866 * sin((0.4689102337559323 + (0.23451545619192804 * (-1.8026202153614108 + (0.2599308169230585 * x_1))))))) - ((0.8837599475049251 * (-1.775251610451698 + (0.26918144207000727 * x_2))) - (1.4183734068334237 * (-1.775251610451698 + (0.26918144207000727 * x_2)))))))
1096_FacultySalaries,ok,4,256,4,BFGS,0.9187459171496688,1.3030652341647957,117,216.75,,0.01,(42.23395803967222 + (((5.078746010893232 * sin((-0.5146158608126383 + (1.472480656806979 * (-9.112288776127002 + (0.17718880655098507 * x_3)))))) - (((-0.01638614447161077 * ((-0.5619514869490163 + (2.341464528954235 * x_0)) * (5.143154833031232 + (0.03943520331175304 * (-9.112288776127002 + (0.17718880655098507 * x_3)))))) - ((1.779512689080602 * sin((1.4518328747749294 + (1.0046827399757152 * (-9.112288776127002 + (0.17718880655098507 * x_3)))))) - (-1.4201585551683849 * (-8.427043203926056 + (0.14480699704232594 * x_1))))) - (((2.287597664045789 * (-8.427043203926056 + (0.14480699704232594 * x_1))) - ((4.344296072904541 * sin((-0.30105456836915534 + (0.46728278415021784 * (-8.427043203926056 + (0.14480699704232594 * x_1)))))) - (2.780126412360522 * (-8.427043203926056 + (0.14480699704232594 * x_1))))) - ((4.034267922639273 * (-7.346234106637792 + (0.09939270487749849 * x_2))) - (1.1741883983889148 * (-8.427043203926056 + (0.14480699704232594 * x_1))))))) - (4.706299449770736 * ((-9.112288776127002 + (0.17718880655098507 * x_3)) * sin((1.520819638862223 + (1.019019359925999 * (-8.427043203926056 + (0.14480699704232594 * x_1)))))))))
1193_BNG_lowbwt,ok,9,256,4,BFGS,0.6265667015540732,442.77522008249076,142,357.63,,0.01,(1347.276990801473 + (((-25.57111668795092 * (-1.7565107319733801 + (1.3459852352286439 * x_3))) - ((-818.9968338780418 * (-0.7018100265975371 + (2.126697050295567 * x_0))) - (((-139.6368175695295 * (-0.8422598823413764 + (2.029541885159943 * x_4))) - ((4223.125264455741 * sin((10.93163178231341 + (-1.2618211444630294 * (-0.7018100265975371 + (2.126697050295567 * x_0)))))) - (153.22769229280334 * sin((9.389560877714004 + (-13.451098507027112 * ((-0.8422598823413764 + (2.029541885159943 * x_4)) * (-1.7565107319733801 + (1.3459852352286439 * x_3))))))))) - ((((-11.512648186769923 * (-0.8422598823413764 + (2.029541885159943 * x_4))) - ((((((-34.588761122444794 * (-0.7018100265975371 + (2.126697050295567 * x_0))) - (30.41001686499588 * (-0.8422598823413764 + (2.029541885159943 * x_4)))) - (11.135955660910632 * sin((101.5467597783462 + (12.405975221336803 * (-0.7018100265975371 + (2.126697050295567 * x_0))))))) - (-45.264791493411906 * (-0.8422598823413764 + (2.029541885159943 * x_4)))) - (-25.18288470103859 * (-0.8422598823413764 + (2.029541885159943 * x_4)))) - (-47.09668010679863 * (-0.9231403599700084 + (0.7474820728502092 * x_8))))) - (24.45262350831375 * (-0.9231403599700084 + (0.7474820728502092 * x_8)))) - (15.798878040491676 * (-0.8422598823413764 + (2.029541885159943 * x_4))))))) - (-612.0681221498805 * (-0.7018100265975371 + (2.126697050295567 * x_0)))))
1196_BNG_pharynx,ok,10,128,3,BFGS,0.47113025688490073,278.5783530512066,112,269.77,,0.01,(394.7251517519287 + (((1.1750650776660256 * ((((-169.2220777985557 * (-0.5927489783638191 + (2.279803762937766 * x_9))) - ((-0.6854360661017949 * (-0.5927489783638191 + (2.279803762937766 * x_9))) - (-1.3193830297679 + (0.5890102811463838 * x_0)))) - (93.33256064412899 + (15.314691977013005 * (-0.5927489783638191 + (2.279803762937766 * x_9))))) * ((2.0768282486768603 * (-0.5927489783638191 + (2.279803762937766 * x_9))) - ((3.1575011425522366 * (-0.5927489783638191 + (2.279803762937766 * x_9))) - (0.15621608782322777 * ((-0.5927489783638191 + (2.279803762937766 * x_9)) * ((((-1.651457306259286 * sin((12.616043665298143 + (-2.2327080890072173 * (-5.275654998591812 + (0.08600904883651646 * x_4)))))) - (-0.4022468335712117 * (-0.5927489783638191 + (2.279803762937766 * x_9)))) - (-1.3193830297679 + (0.5890102811463838 * x_0))) - (-4.429669742064599 + (1.9278486151838372 * (-0.5927489783638191 + (2.279803762937766 * x_9))))))))))) - (8.31512296318214 * (-0.5927489783638191 + (2.279803762937766 * x_9)))) - (27.84014900967442 * (-0.5927489783638191 + (2.279803762937766 * x_9)))))
1199_BNG_echoMonths,ok,9,256,4,BFGS,0.5636112556530832,10.244300434237266,144,322.69,,0.01,(-1.1022515941243665 + (((-3.417817306549301 * (-1.7077351386697883 + (0.1433472945228545 * x_4))) - (((((-1.261255114772025 * (-0.7018100265975372 + (2.1266970502955673 * x_0))) - (-0.26475397123510314 * (-3.0702386426579005 + (2.0989423382322308 * x_7)))) - (((0.5408260948266395 * (-1.7077351386697883 + (0.1433472945228545 * x_4))) - (33.84552712088684 * sin((-0.013708146869234737 + (2.5507068697871125 * (-0.7018100265975372 + (2.1266970502955673 * x_0))))))) - (-1.2920089860273638 * (-2.050416905868444 + (9.294535034379726 * x_3))))) - (((0.4947298284707853 * (-0.7018100265975372 + (2.1266970502955673 * x_0))) - (7.962419314480385 * sin((0.9436494590638342 + (0.4841998227961224 * (-1.7077351386697883 + (0.1433472945228545 * x_4))))))) - (2.267572057631442 * (-2.050416905868444 + (9.294535034379726 * x_3))))) - ((0.8353121502232912 * (((-2.7393118696321914 + (0.1834262746734647 * x_6)) * sin((-0.4641603817285971 + (1.3248939204285906 * (-2.7393118696321914 + (0.1834262746734647 * x_6)))))) * ((-0.6482268445545278 * (-3.0702386426579005 + (2.0989423382322308 * x_7))) - ((3.2150338893980344 * (-0.7018100265975372 + (2.1266970502955673 * x_0))) - (5.727985442228171 + (3.8803071782377305 * (-1.7077351386697883 + (0.1433472945228545 * x_4)))))))) - (0.20752229222942065 * (-0.7018100265975372 + (2.1266970502955673 * x_0)))))) - (3.687077478974354 * (-0.5850486126764433 + (2.29430828500566 * x_8)))))
1201_BNG_breastTumor,ok,9,256,4,BFGS,0.17051524165420262,9.648683296145752,89,337.36,,0.01,(12.47087375504649 + (((2.721515570365486 * (-0.5388159060803247 + (2.3947373603569986 * x_3))) - (((29.107429116762383 * sin((1.3163346647969114 + (1.7658246353399742 * (-1.061913167103641 + (2.0036097492521527 * x_5)))))) - (-2.8780336259706605 * sin(((3.18866190955366 * (-5.513793854744495 + (0.10828748668207969 * x_0))) - (1.1385012183458763 * (-1.061913167103641 + (2.0036097492521527 * x_5))))))) - (((11.18185665541793 * sin((1.1726482904837037 + (-0.8345158169010415 * (-1.6200683918739798 + (1.270641875979592 * x_4)))))) - (2.9807505623972026 * (-1.061913167103641 + (2.0036097492521527 * x_5)))) - (13.843493788288093 * sin(((-0.2767580417454033 * (-0.6081636405595373 + (2.2524579279982864 * x_7))) - (1.285247634297196 * (-1.061913167103641 + (2.0036097492521527 * x_5))))))))) - (1.1383581016511855 * (-0.5388159060803247 + (2.3947373603569986 * x_3)))))
1203_BNG_pwLinear,ok,10,128,3,BFGS,0.5462178659850498,2.956265312813334,133,228.51,,0.01,(-1.3168234233219152 + (((0.9414728185849784 * (-0.032157832069216574 + (1.286313282768663 * x_4))) - (0.5428347868775859 * ((-0.07017213284715496 + (1.0024590406736422 * x_0)) * ((0.14321708135470987 * (0.103834826330233 + (1.2979353291279123 * x_9))) - (((((4.35640992291827 * (-0.07017213284715496 + (1.0024590406736422 * x_0))) - (-0.9431313046243986 * (0.103834826330233 + (1.2979353291279123 * x_9)))) - (((0.5291200038402125 * (0.103834826330233 + (1.2979353291279123 * x_9))) - (((-1.2496041589882196 * (-0.07017213284715496 + (1.0024590406736422 * x_0))) - (-0.3722829995563127 * (0.103834826330233 + (1.2979353291279123 * x_9)))) - (1.1591526046626284 * (0.23480352857641618 + (1.2692082625752226 * x_1))))) - ((0.834450574761042 * (-0.07017213284715496 + (1.0024590406736422 * x_0))) - (1.4970797477114248 + (2.3460768144651722 * (-0.012127673025267264 + (1.2127673025267265 * x_2))))))) - (-1.904196503507368 * (0.103834826330233 + (1.2979353291279123 * x_9)))) - (3.133688670460372 * (0.103834826330233 + (1.2979353291279123 * x_9)))))))) - ((-9.52377365400813e-05 * (-0.032157832069216574 + (1.286313282768663 * x_4))) - ((1.4069735859065504 * (-0.07017213284715496 + (1.0024590406736422 * x_0))) - (1.3067881810842312 + (2.6694638908950044 * (-0.07017213284715496 + (1.0024590406736422 * x_0))))))))
