dataset,status,n_features,beam_size,attempt,refinement_type,r2,rmse,complexity,seconds,error,noise_strength,expr
1027_ESL,ok,4,256,4,BFGS,0.8864113597755904,0.4901167377580324,130,326.42,,0.01,(10.686612107691374 + ((((((0.3255491755704223 * (-3.689442089095961 + (0.6641659926365366 * x_0))) - ((0.23657372213812355 * (((0.051884025955399926 * inv((12.302229558760367 + (10.067938287991765 * (-6.146798559422659 + (1.0976425998969035 * x_3)))))) - (0.32554379555931956 * (-3.689442089095961 + (0.6641659926365366 * x_0)))) * ((2.1052612796131758 * (-6.146798559422659 + (1.0976425998969035 * x_3))) - (-2.575736153049972 * inv((-0.11934508293291496 + (82.6078047746276 * (-3.689442089095961 + (0.6641659926365366 * x_0))))))))) - ((0.1230356492910542 * inv(((-2.458655829155358 * (-6.146798559422659 + (1.0976425998969035 * x_3))) - (1.0566537345477638 * (-6.146798559422659 + (1.0976425998969035 * x_3)))))) + (7.3810184284524745 * (-6.146798559422659 + (1.0976425998969035 * x_3)))))) - (70.57761891446955 * inv((11.987997332863294 + (0.6677956533660923 * (-6.146798559422659 + (1.0976425998969035 * x_3))))))) + (1.1589114918098598 * sin((0.4152672321464479 + (0.45708106108308755 * (-4.543727322540949 + (0.8485018342746871 * x_2))))))) + (11.978056689700153 * (-6.146798559422659 + (1.0976425998969035 * x_3)))) + ((-19.155822286969297 * (-6.146798559422659 + (1.0976425998969035 * x_3))) - (-0.38817612100535115 * (-3.1650294675520123 + (0.6187740894529837 * x_1))))))
1028_SWD,ok,10,128,3,BFGS,0.3992899623398759,0.6260217476809132,145,329.38,,0.01,(3.8727581965386824 + ((-0.05981850067484147 * (-2.8621521711176414 + (1.2806049982629268 * x_1))) - ((-0.01430388211454307 * (-2.7885115085974532 + (1.4154880754301793 * x_0))) - ((21.449878641279703 * inv((663.8946110740565 + (-5.679926219207363 * (-2.3736872687394746 + (1.012233376861183 * x_4)))))) - (((-6.604610399161594 * (-2.5904290116544066 + (1.3421911977483971 * x_6))) - ((0.15010915202929592 * (-2.3736872687394746 + (1.012233376861183 * x_4))) - ((5.370502614982199 * (-2.5904290116544066 + (1.3421911977483971 * x_6))) - ((((-1.128159802138843 * (-2.5904290116544066 + (1.3421911977483971 * x_6))) - ((-0.3199442693713951 * (-2.6745450995191127 + (1.3046561461068844 * x_9))) - (-4.597179132276459 * (inv((70.57880196991954 + (-6.928375032693864 * (-2.4841136395988146 + (1.2451697441598069 * x_3))))) * ((-1.8083571200249247 * (-2.8621521711176414 + (1.2806049982629268 * x_1))) + (2.589574505648696 * (inv((-59.04068994480865 + (-35.64961650542301 * (-2.8621521711176414 + (1.2806049982629268 * x_1))))) * (-2.9293890917537175 + (2.0064308847628203 * x_5))))))))) - inv((7.2606708808490055 + (1.419322933960512 * (-2.7885115085974532 + (1.4154880754301793 * x_0)))))) + (0.09837199105917438 * (-2.566230515260939 + (1.2704111461687815 * x_8))))))) + ((-0.2738713229935916 * (-2.1689364464787513 + (0.972617240573431 * x_2))) + (0.159978254389603 * (-2.6745450995191127 + (1.3046561461068844 * x_9)))))))))
1029_LEV,ok,4,128,3,BFGS,0.6305665150263097,0.5900458594373879,127,428.47,,0.01,(1.5647571147978327 + ((((0.25739171245469783 * (-1.3777422408758337 + (0.721331016165358 * x_3))) - ((-0.018854755224297637 * inv((3.4720031984523985 + (5.374035173526405 * (-1.3777422408758337 + (0.721331016165358 * x_3)))))) - (0.14707591909169554 * inv((0.27850389263594 + (0.1304144478651792 * (-1.338219395737549 + (0.6915862510271571 * x_2)))))))) - (((-0.38641330844877086 * (-1.3537592065395143 + (0.7317617332646023 * x_0))) - (0.7984416120601137 * (-1.338219395737549 + (0.6915862510271571 * x_2)))) + (0.018688915342744833 * (-1.490881128154221 + (0.7665198602335326 * x_1))))) + ((19.26061163826637 * (((-1.490881128154221 + (0.7665198602335326 * x_1)) * inv(((0.8957890619706803 * inv((25.579913542751513 + (1.8098811410260138 * (-1.3777422408758337 + (0.721331016165358 * x_3)))))) - (21.629840318385163 * inv((-5.376192284830186 + (0.7417034840548586 * (-1.3777422408758337 + (0.721331016165358 * x_3))))))))) * inv((8.04047341718168 + (3.2914692299049797 * (inv((-0.03191758693074451 + (7.976011839426487 * (-1.490881128154221 + (0.7665198602335326 * x_1))))) * (-1.3537592065395143 + (0.7317617332646023 * x_0)))))))) - inv((2.580997635083209 + (-1.0274085097537649 * (-1.338219395737549 + (0.6915862510271571 * x_2))))))))
1030_ERA,ok,4,128,3,BFGS,0.4633918572690502,1.470440558171775,68,451.38,,0.01,(37.117757024052835 + (((0.5772124523954805 * (-1.6821592654348876 + (0.2229502008528678 * x_0))) - (-36.850189704329296 * cos((34.109977258123635 + (0.15349797370810098 * (-1.775251610451698 + (0.26918144207000727 * x_2))))))) - ((-2.8329301877335955 * (-1.775251610451698 + (0.26918144207000727 * x_2))) - ((1.0601451588013977 * (-1.8026202153614108 + (0.2599308169230585 * x_1))) - (-0.18640762063035782 * inv((1.8219081896504106 + (2.4156260372365703 * ((-1.8026202153614108 + (0.2599308169230585 * x_1)) * ((-1.6821592654348876 + (0.2229502008528678 * x_0)) * inv((0.7173732191854738 + (-0.18981697154164373 * (-1.4098777764544617 + (0.21377979931075994 * x_3)))))))))))))))
1096_FacultySalaries,ok,4,128,3,BFGS,0.9228230554230311,1.2699521337527706,110,353.24,,0.01,(56.49328333517849 + ((((1.385789284781147 * (-7.346234106637792 + (0.09939270487749849 * x_2))) - (-0.16127237197083727 * (-0.5619514869490163 + (2.341464528954235 * x_0)))) - (-7.392227330000537 * (-8.427043203926056 + (0.14480699704232594 * x_1)))) - (((1.33115590982056 * (-9.112288776127002 + (0.17718880655098507 * x_3))) - ((-5.354207451400544 * (-7.346234106637792 + (0.09939270487749849 * x_2))) - ((-6.06172816817563 * inv((177.9801402911022 + (4.571258666282429 * (-8.427043203926056 + (0.14480699704232594 * x_1)))))) - ((1.5912571575805599 * (-9.112288776127002 + (0.17718880655098507 * x_3))) - (9.01895837940441 * inv((1.2835858378222516 + (-31.919594152307987 * inv((53.15623909667167 + (1.4615936151282702 * (-9.112288776127002 + (0.17718880655098507 * x_3))))))))))))) - inv(((-7.0099149209978755 * (-9.112288776127002 + (0.17718880655098507 * x_3))) - ((3.86832947577064 * inv((12.281757933601938 + (21.811516749693666 * (-0.5619514869490163 + (2.341464528954235 * x_0)))))) - (394.5047025589207 * (-9.112288776127002 + (0.17718880655098507 * x_3)))))))))
1193_BNG_lowbwt,ok,9,256,4,BFGS,0.6210646170476304,446.0251694478589,127,519.04,,0.01,(78.68241515997921 + ((((1.5492485746659095 * (-0.8422598823413764 + (2.029541885159943 * x_4))) - (((0.2571595908199298 * (((1.936223918106558 * (-4.7670358854990456 + (0.20452064575820186 * x_1))) - (0.6062914614811229 * (-0.2412489548185819 + (4.386344633065126 * x_6)))) * ((85.02059517946245 * (-0.2412489548185819 + (4.386344633065126 * x_6))) - ((0.24519990053287444 * (-0.2412489548185819 + (4.386344633065126 * x_6))) - ((-0.0008416519836409751 * ((13.196638889196088 + (-179.33157781777567 * (-2.1712405933672376 + (2.631806779839076 * x_7)))))**2) - (10.40258120533372 * (-0.2412489548185819 + (4.386344633065126 * x_6)))))))) - (2.0459245498618674 * ((14.637873255124898 + (-14.371351402184068 * (-0.7018100265975371 + (2.126697050295567 * x_0)))))**2)) - (-0.1227376020446771 * (-4.341145088689214 + (0.03261568031203464 * x_2))))) - ((-3.08951119154637 * ((-16.430604284135264 + (-18.31989493382427 * (-2.1712405933672376 + (2.631806779839076 * x_7)))))**2) - (0.12806448361796738 + (-17.783637305992894 * ((-0.2412489548185819 + (4.386344633065126 * x_6)) * (-0.7018100265975371 + (2.126697050295567 * x_0))))))) - (-43.674349730754045 * ((0.9538702135534579 + (1.0597730095335574 * (-1.7565107319733801 + (1.3459852352286439 * x_3)))))**2)))
1196_BNG_pharynx,ok,10,128,3,BFGS,0.4754623424803496,277.4350594508701,133,540.81,,0.01,(-0.03269524999375875 + (((4.6026017763494425 * (-1.6870547845739468 + (2.279803762937766 * x_1))) - ((0.0713905001681696 * (((28.04434999452859 + (-1.9386692762672992 * (-1.3184242770282357 + (1.2437964877624863 * x_6)))))**2 * (-0.9685432901733048 + (1.0249135345749258 * x_7)))) - (((0.14595052912928458 * ((61.99732777449252 + (-1.6670334951012946 * (-0.4676211227230167 + (1.585156348213616 * x_5)))))**2) - (24.289790830972272 * ((-2.9004668947094494 + (0.3181699423659834 * (-1.4913495697629222 + (1.021472308056796 * x_8)))))**2)) + ((2.152939992703442 * ((0.07588023228495701 + (9.889325584131 * (-0.5927489783638191 + (2.279803762937766 * x_9)))))**2) + (2.7152337446744292 * (-1.3193830297679 + (0.5890102811463838 * x_0))))))) + ((-1.020204061220407 + (2.000400120040014 * x_2)) * ((0.004024417948531769 * (((-2.088105177165992 + (-1.5790968241659202 * ((-5.275654998591812 + (0.08600904883651646 * x_4)) * (-0.4676211227230167 + (1.585156348213616 * x_5))))))**2 * (-1.3184242770282357 + (1.2437964877624863 * x_6)))) - ((-3.55195146111585 * inv(((0.4129868962261011 * (-1.3076038098835963 + (1.5659925866869417 * x_3))) - (0.39354081558235526 * (-0.5927489783638191 + (2.279803762937766 * x_9)))))) + (-2.9303102864156285 * (-0.9685432901733048 + (1.0249135345749258 * x_7))))))))
1199_BNG_echoMonths,ok,9,256,4,BFGS,0.541948046709827,10.495494515902463,109,264.11,,0.01,(23.385439953162674 + ((((0.03384526957327491 * (-3.0702386426579005 + (2.0989423382322308 * x_7))) - ((0.2744846104192551 * (-6.139712387609727 + (1.3064991268887023 * x_5))) - (((-3.5060796017052462 * (-1.7077351386697883 + (0.1433472945228545 * x_4))) - (-0.20263490280737345 * sin((0.05439537027331309 + (7.795503773187349 * (-1.7077351386697883 + (0.1433472945228545 * x_4))))))) - (-1.7194058412433293 * (((25.19352245720438 * (-0.4525696378552518 + (2.66217434032501 * x_2))) - (174.62354129396465 * cos((0.2729577932737126 + (0.7326446103568278 * (-7.068403061162645 + (0.11366866615016445 * x_1))))))) * (4.2751289117378874 * ((cos((0.32109008152315077 + (-0.5185191816446406 * (-0.5850486126764433 + (2.29430828500566 * x_8))))) * (-1.4179911269360295 * inv((3.3911387475891512 + (0.10840916627404026 * (-2.7393118696321914 + (0.1834262746734647 * x_6))))))) * (-0.012943838209927151 * (-0.5850486126764433 + (2.29430828500566 * x_8)))))))))) - (7.53992313699414 * (-0.7018100265975372 + (2.1266970502955673 * x_0)))) + (-1.7077351386697883 + (0.1433472945228545 * x_4))))
1201_BNG_breastTumor,ok,9,128,3,BFGS,0.14943067156266032,9.770543112102482,104,445.27,,0.01,(27.031735035205386 + ((-0.8663632710967604 * (-0.749436783737264 + (0.22607444456629383 * x_2))) - ((((-0.3278721435704022 * inv((0.32384746981727375 + (0.9045661765057003 * (-1.2500406497455434 + (0.8064778385455118 * x_6)))))) - ((-0.4701698850912166 * (-1.6200683918739798 + (1.270641875979592 * x_4))) - (6.605403730615517 * inv((3.3962004098273955 + (0.5860264058128115 * (-1.061913167103641 + (2.0036097492521527 * x_5)))))))) - ((0.47444830032571783 * inv((2.2170431301779736 + (6.135206593221479 * (-1.6200683918739798 + (1.270641875979592 * x_4)))))) - (((3.9607480545398417 * cos(((0.059818788870863435 * (-1.061913167103641 + (2.0036097492521527 * x_5))) - (55.35924209301939 * ((0.21679772255296825 + (0.2201724364884985 * (-0.75 + (2.0833333333333335 * x_8)))))**2)))) - (0.5208482359664053 * (-5.513793854744495 + (0.10828748668207969 * x_0)))) + (0.324504990186839 * (-0.75 + (2.0833333333333335 * x_8)))))) + (-0.2511203904020779 * (-0.5388159060803247 + (2.3947373603569986 * x_3))))))
1203_BNG_pwLinear,ok,10,256,4,BFGS,0.4799181861371209,3.164867589663808,119,339.72,,0.01,(0.6821729748352858 + ((((-34.427132186488706 * ((((0.2945169426999325 * (-0.0689883074727411 + (1.1498051245456848 * x_7))) - (-4.76339430364531 * inv((-2.1648453605170186 + (0.11294898887795161 * (0.07462778926574919 + (1.2437964877624865 * x_6))))))) * (-0.012127673025267264 + (1.2127673025267265 * x_2))) * inv((74.5282200845981 + (0.3617519069454499 * (0.23480352857641618 + (1.2692082625752226 * x_1))))))) - (((0.012889401465750912 * ((-0.3106848830006 + (1.2427395320024 * x_5)) * inv(((0.7179155333696804 * (-0.018397292771819163 + (1.2264861847879442 * x_3))) - (0.48580434717722465 * inv((0.3048637002542387 + (5.8233604926567315 * (0.103834826330233 + (1.2979353291279123 * x_9)))))))))) - (0.41477363866212025 * inv(((1.462400311892551 * (0.103834826330233 + (1.2979353291279123 * x_9))) - (8.12491679538068 * (0.07462778926574919 + (1.2437964877624865 * x_6))))))) - (0.35889523932097384 * (0.07462778926574919 + (1.2437964877624865 * x_6))))) - (2.3813249440369955 * inv((8.64731001597221 + (5.701728306840262 * (-0.032157832069216574 + (1.286313282768663 * x_4))))))) + (-2.446899768767426 * (-0.07017213284715496 + (1.0024590406736422 * x_0)))))
