dataset,status,n_features,beam_size,attempt,refinement_type,r2,rmse,complexity,seconds,error,noise_strength,expr
1027_ESL,ok,4,480,5,BeamBFGS,0.8899294957665519,,23.0,235.116,,0.001,(1.7810023934061614 add ((((5211.0005049578085 mul x_2) add (-16419.03334125266 mul sin((-5.577777537784647 add (-94.61417892798536 mul x_1))))) mul ((0.003179946807679983 add (0.00011178395531607173 mul x_0)))**2) mul x_3))
1028_SWD,ok,10,480,5,BeamBFGS,0.3767432771378719,,63.0,322.000,,0.001,(3.8015593122366296 add ((-1.1956790015467015e-06 mul (x_9 mul (x_6 mul (((-58588.577770941 mul x_8) sub (-0.11851692142608666 mul ((-346.40129074454165 add (-95.54067954838835 mul x_0)))**2)) sub (-0.1523442251343743 mul (((36870.33076070478 mul x_2) sub (76729.8330640271 mul x_5)) mul ((1.3416029324622305 mul x_7) sub (0.0016483492273531904 mul ((29.702557496318654 add (0.01319693704494382 mul ((-20.51913020676613 add (1.0167707326001747 mul x_4)))**3)))**2)))))))) sub (-15422.248800236264 mul inv((((-12222.758434109192 mul x_1) sub (21546.533493937157 mul x_5)) add (7525.8705673942495 mul x_3))))))
1029_LEV,ok,4,240,4,BeamBFGS,0.6237993712880398,,28.0,98.973,,0.001,(0.07365145593149822 add ((0.26619873460861376 mul x_0) sub (((-0.1559408428306383 mul x_2) add ((-0.4042071119902913 mul x_1) add (0.2757753531441494 mul cos((-0.6658161863740997 add (-5.109513944540642 mul x_3)))))) add (-0.017365031523246786 mul (x_1 mul x_3)))))
1030_ERA,ok,4,60,2,BeamBFGS,0.3382942933110682,,26.0,29.846,,0.001,(-0.5163028431672466 add ((((3541204.211053547 mul inv((1989147.2186279276 add (1413488.4770984992 mul x_3)))) sub (-0.20352492018756843 mul x_1)) sub ((-0.09465123999507842 mul x_2) add (-0.12199424397473539 mul x_3))) add (0.15188961776955054 mul x_0)))
1089_USCrime,skipped_too_many_features,13,,,,,,,0.000,Dataset has 13 features but checkpoint supports <= 10 features,0.001,
1096_FacultySalaries,ok,4,120,3,BeamBFGS,0.9023459015996422,,38.0,49.122,,0.001,(-1.7822424922473479 add ((0.9913256547314463 mul x_1) sub (((0.048352071287801536 mul ((-10.93467757311328 add (13.337784187024818 mul inv(((0.32746595824542557 mul x_3) add (14.200809749624264 mul cos((-8.983477541859509 add (4.891531026173917 mul x_0)))))))))**2) add ((-0.28329387653164245 mul x_3) sub (2.2716821571852885 mul x_0))) sub (-0.3357650245496163 mul x_2))))
1191_BNG_pbc,skipped_too_many_features,18,,,,,,,0.000,Dataset has 18 features but checkpoint supports <= 10 features,0.001,
1193_BNG_lowbwt,ok,9,240,4,BeamBFGS,0.6406214449995142,,46.0,144.527,,0.001,(2858.794830403796 add ((((-1301.6403461607515 mul x_0) add ((-0.9862417722550763 mul (x_4 mul (((-58.92388658900285 mul x_8) sub (593.1562717161213 mul x_0)) sub (-10.593165022053942 mul ((7.18579738896022 add (0.13837510847345594 mul x_3)))**2)))) add (1.7472111326597661 mul x_2))) sub (20.06494671199886 mul x_5)) add ((6.806457003128189 mul x_1) add ((315.8873255844199 mul x_7) sub (326.6615190282246 mul x_6)))))
1196_BNG_pharynx,ok,10,240,4,BeamBFGS,0.5083086972455023,,45.0,167.452,,0.001,(512.4233970188405 add ((((16.104438087736053 mul x_2) sub ((15.041139005766142 mul (((0.052127951648338444 add (0.0630636224263168 mul (x_0 mul x_5))))**2 mul (x_4 mul x_3))) add (-607.0499396709905 mul x_9))) sub (-49.39738804721575 mul x_6)) sub (((584988.5418078282 mul inv((-4763.537679825838 add (9804.789401021235 mul x_8)))) sub (-80.56612707366685 mul x_7)) add (4.6889826336807054 mul x_1))))
1199_BNG_echoMonths,ok,9,240,4,BeamBFGS,0.4168193990007607,,42.0,148.140,,0.001,(8342.150299916419 add (((-0.6177152512334818 mul (x_8 mul x_4)) sub ((0.2530372798199372 mul x_1) add (2.4536524015599968 mul (x_5 mul x_0)))) sub ((-9540.516047702422 mul inv((-1.1505777936925292 add (-1.5060429366652272e-05 mul x_6)))) add ((2.9992119505939554 mul x_7) add (((4.215024458184867 mul x_2) add (5.875889038635079 mul x_3)) add (0.19659640493996075 mul x_4))))))
1201_BNG_breastTumor,ok,9,120,3,BeamBFGS,0.13327956200279556,,60.0,65.663,,0.001,(24.790108506283858 add ((((2.642756338988105 mul sin(((-44.2955257414845 mul x_0) add (-1.325864380031777 mul (x_3 mul x_2))))) add (((-0.5416407512637434 mul x_5) add ((43.77730377738976 mul x_8) sub ((39.051696222600235 mul x_8) add (((-0.224434735986156 mul ((-10.724378198450625 add (0.10566372345871894 mul x_6)))**2) sub (52.56027604405245 mul inv((-2.0466090577378417 add (-0.01695247697820162 mul (x_0 mul x_4)))))) sub (-7.915448478229791 mul x_4))))) add (-0.072700260319028 mul x_2))) add (1.0791771400299741 mul x_7)) mul x_1))
1203_BNG_pwLinear,ok,10,120,3,BeamBFGS,0.5202931356283116,,45.0,67.555,,0.001,(-0.5752554379360821 add (((-2.6231934724009074 mul x_0) add (-1.0339763209807802 mul sin((5.225151120068813 add (0.985227793647335 mul (x_2 mul (((-5.080936232084759 mul (x_8 mul x_6)) sub ((-0.2372953725977193 mul x_5) add (9.561422968240944 mul x_9))) sub (12.46360554273983 mul (x_7 mul x_3))))))))) sub (3.4254175211022346 mul (((-0.7696714066209406 mul x_4) add (-0.008193982998947821 mul x_1)))**3)))
192_vineyard,ok,2,60,2,BeamBFGS,0.8025388019947063,,36.0,25.507,,0.001,(35.837828569417375 add ((-0.48594789178470926 mul x_0) add ((-3.5482326785996765 mul ((-154.0932985740367 mul inv((-16.36818674215874 add (-6.858251045189032 mul (((-0.15828193961828915 mul x_1) sub (0.3766553125214148 mul x_0)))**2)))) sub (-0.18693832631945592 mul x_1))) sub (1.1982716822362092 mul cos((-1.2701688147388466 add (-7.9406328602602745 mul x_0)))))))
197_cpu_act,skipped_too_many_features,21,,,,,,,0.000,Dataset has 21 features but checkpoint supports <= 10 features,0.001,
201_pol,skipped_too_many_features,48,,,,,,,0.000,Dataset has 48 features but checkpoint supports <= 10 features,0.001,
210_cloud,ok,5,60,2,BeamBFGS,0.896241978674318,,28.0,20.590,,0.001,(-0.05339361573155005 add ((0.6986933523699947 mul x_3) sub (0.010366316922837689 mul (x_2 mul ((-111.14915839084271 mul inv((((2.5218489092107 mul x_0) add (1.0903653866197829 mul x_4)) sub (-1.7783396845776516 mul x_1)))) add (-3.5160286397068137 mul x_2))))))
215_2dplanes,ok,10,480,5,BeamBFGS,0.6932485437251287,,47.0,332.998,,0.001,(-0.4760342719245407 add ((((-0.024300602726284065 mul (x_3 mul x_7)) add (0.10813656495451636 mul x_9)) sub ((-131.44354923796647 mul ((0.18093464147653357 add (-0.026141683202204866 mul x_4)))**2) add (((-1.8827915196539993 mul x_1) add ((-8.68503700777435 mul inv((-6.117191955906393 add (0.686028112263804 mul x_6)))) add (0.764996804565823 mul x_5))) sub ((0.10892338080908318 mul x_8) sub (-1.3068822757394527 mul x_2))))) mul x_0))
218_house_8L,ok,8,120,3,BeamBFGS,0.6788141455143242,,37.0,69.595,,0.001,(137020.9381144743 add (((-66.59436463611222 mul ((-51.63733523485327 add (1627.9131293937378 mul (x_5 mul x_1))))**2) add (((27356.13053812918 mul (x_6 mul x_2)) sub (1.3751730802316635 mul (x_3 mul x_0))) sub (12067.066480769638 mul x_7))) add (0.70218292181793 mul ((79.24677394308355 add (-76.55633022545379 mul x_4)))**2)))
