dataset,status,n_features,beam_size,attempt,refinement_type,r2,rmse,complexity,seconds,error,noise_strength,expr
1027_ESL,ok,4,60,2,BeamBFGS,0.7683709140499941,,32.0,25.386,,0.1,(2.367661294513538 add (((-0.0015191559150226613 mul ((13.824533531077382 add (-3.9056868043096746 mul x_1)))**2) add (0.0015319246547134317 mul (((10.598592947471497 mul x_1) sub (((-8.52398302234564 mul x_2) sub (-8.235924611470212 mul x_0)) add (-2.611907791271004 mul x_3))) mul x_0))) mul x_3))
1028_SWD,ok,10,240,4,BeamBFGS,0.3579117922973948,,33.0,138.602,,0.1,(2.8975448549636167 add ((((-0.0006577673605222054 mul ((x_9 mul x_6) mul ((47.61725387221951 mul x_0) add (-103.30029745689681 mul x_8)))) add (0.19518239273959168 mul x_2)) add (-0.01402507524018545 mul x_5)) add (0.004382185980896698 mul (x_3 mul (x_7 mul (x_4 mul x_1))))))
1029_LEV,ok,4,120,3,BeamBFGS,0.5839588896892081,,32.0,42.784,,0.1,(-119.27430781768886 add (((-38.6232134730526 mul sin((-3.1639553671836924 add (-6.283266140623251 mul x_1)))) sub ((0.0014145038621926201 mul x_0) add (0.0010995244615034606 mul x_3))) mul ((-5.168009280249496 add (-0.013933432402817048 mul (x_2 mul inv((9.762252163739495 add (-1.3927939181897697 mul x_0)))))))**3))
1030_ERA,ok,4,480,5,BeamBFGS,0.3548118700613071,,40.0,230.340,,0.1,(1.5156102295968745 add (((0.15634090203417866 mul x_1) add (0.8096441805025576 mul cos(((-55.11372655006972 mul x_1) sub (5.942737547895138 mul (((-1.603409395871058 add (92.76767435116366 mul x_3)))**2 mul inv((-0.2692906171105654 add (5.513453875793762 mul x_3))))))))) sub ((-0.8703329936429661 mul x_2) sub ((-0.8776670063567998 mul x_2) add (0.1845077437818537 mul x_0)))))
1089_USCrime,skipped_too_many_features,13,,,,,,,0.000,Dataset has 13 features but checkpoint supports <= 10 features,0.1,
1096_FacultySalaries,ok,4,240,4,BeamBFGS,0.5875514004264942,,22.0,88.833,,0.1,(3.0602209391185116 add ((-0.7819436974041974 mul x_0) sub ((-1.5495339378333444 mul x_1) sub ((-0.6893253661284948 mul x_2) add (-1.9939870559029886 mul cos((-23.523300485209234 add (13.757158496398095 mul x_2))))))))
1191_BNG_pbc,skipped_too_many_features,18,,,,,,,0.000,Dataset has 18 features but checkpoint supports <= 10 features,0.1,
1193_BNG_lowbwt,ok,9,60,2,BeamBFGS,0.5587571396094084,,52.0,36.100,,0.1,(-161247.56737335466 add (((0.0005414116530773279 mul (x_8 mul ((-11078.064379463358 mul x_5) sub ((411.5445182395016 mul x_2) add (-128960.13760994784 mul x_4))))) add ((-223.49475785157705 mul x_6) sub ((1044.2432331438972 mul x_0) sub (34.65191109577459 mul (((0.217679896425376 mul x_3) add ((-0.6654184866625881 mul x_4) sub (-0.002714285193013328 mul x_2))) mul (x_7 mul x_1)))))) add (15816.439947935787 mul ((-3.2223381033933634 add (0.00038635726877796407 mul x_5)))**2)))
1196_BNG_pharynx,ok,10,480,5,BeamBFGS,0.5081326491508054,,43.0,345.503,,0.1,(425.4615619646584 add ((((-68.52479888777796 mul x_7) add x_6) sub (-13.02132890935486 mul x_0)) add ((((0.00027066609085994107 mul ((0.6570278838637899 add (-38.93600189959678 mul x_1)))**3) add (-0.38881734726286893 mul (x_4 mul x_3))) sub ((-595.9415871261954 mul x_9) add (20.260137433957453 mul x_8))) sub (-155.53969694214027 mul cos((6.1491890591835805 add (8.474420773646049 mul x_5)))))))
1199_BNG_echoMonths,ok,9,480,5,BeamBFGS,0.42249366014026557,,49.0,316.642,,0.1,(17.76491871306598 add ((0.11929853976383648 mul x_6) add (((((-11.134114279418805 mul inv(((-0.5382425881983963 mul x_3) sub (0.009959971283865861 mul x_1)))) sub (((0.9515089794620488 mul x_5) add (0.2916774031323784 mul x_4)) add (-5.271942907681158 mul cos((7.7893354465674225 add (-6.718126367448615 mul x_7)))))) sub ((6.33523920949731 mul x_8) sub (-3.7526645807059458 mul x_2))) sub (0.004893567416618577 mul x_7)) sub (12.690018360746752 mul x_0))))
1201_BNG_breastTumor,ok,9,120,3,BeamBFGS,0.16732844416732306,,53.0,61.049,,0.1,(-89.12092840290434 add ((0.09713076361805233 mul ((x_4 mul (((((0.1500294358720121 mul x_0) sub x_7) sub (((-1.8652452963262645 mul x_3) add (4.859946737330869 mul sin((-25.112475152702196 add (26.919403222405347 mul x_6))))) sub (-3.029537791932427 mul x_4))) sub (0.04592752147787453 mul (x_0 mul x_8))) sub ((1.7584782903445635 mul x_1) sub (-0.05575470431141269 mul x_3)))) mul x_2)) sub (-9.525516563406045 mul sqrt((134.22678084973202 add (13.979140662990568 mul x_8))))))
1203_BNG_pwLinear,ok,10,480,5,BeamBFGS,0.5233584750617957,,41.0,306.579,,0.1,(-0.5529479292730165 add (((-1431644636.3963473 sub x_4) add ((203926800.269327 mul x_8) add (((-211686506.66804665 mul x_6) add (-503539524.9954342 mul x_1)) sub (-248002438.60163555 mul x_9)))) mul ((((3.6281912695706417e-10 mul ((x_2 mul x_3) mul x_7)) sub (1.1580927425231526e-10 mul x_3)) sub (8.243620970021749e-10 mul x_4)) add (1.7551256458567664e-09 mul x_0))))
192_vineyard,ok,2,120,3,BeamBFGS,0.678252472887092,,29.0,48.359,,0.1,(348.4900079069115 add (((-15.767608902530581 mul ((4.692351489913868 add (-0.04371091501053933 mul x_0)))**2) add (1.3146626831164812 mul sin((-1.3635859500338972 add (90.35823909455132 mul x_1))))) add ((1.3088525181496826 mul x_1) add (-0.4654607655928479 mul (x_0 mul x_1)))))
197_cpu_act,skipped_too_many_features,21,,,,,,,0.000,Dataset has 21 features but checkpoint supports <= 10 features,0.1,
201_pol,skipped_too_many_features,48,,,,,,,0.000,Dataset has 48 features but checkpoint supports <= 10 features,0.1,
210_cloud,ok,5,30,1,BeamBFGS,0.851266200646351,,42.0,15.094,,0.1,(-658.1837101744351 add ((-0.14769523775358212 mul x_4) sub ((-0.028346837462528172 mul (inv((-0.9945278853889832 add (-0.006204882463152595 mul x_2))) mul (((0.7554406995628785 mul x_1) add (-14.375845840880759 mul x_2)) add (221.68675384781375 mul x_3)))) add (-3.202635630291357 mul ((-14.336754725427596 add (13.733966195621264 mul (inv((-179.73346690167094 add (-3.373500369437375 mul x_0))) mul x_3))))**2))))
215_2dplanes,ok,10,480,5,BeamBFGS,0.6916745513964968,,50.0,316.833,,0.1,(-0.18557212163200626 add ((-0.9897943832375398 mul (x_0 mul (((-0.09862826013582218 mul x_9) sub (0.11543944542792818 mul (((2.9648132253936224 add (-0.4695044142387456 mul x_4)))**3 mul cos(((7.870789316572233 mul tan((-9.428644315793616 add (3.171275038644541 mul (x_6 mul (x_3 mul x_5)))))) sub (-0.7585654030355999 mul (x_3 mul x_8))))))) add (-1.135821772277342 mul x_2)))) sub ((0.046855173356580404 mul x_7) add (-1.9512153149713345 mul x_1))))
218_house_8L,ok,8,240,4,BeamBFGS,0.7070145012437002,,51.0,159.513,,0.1,(91283.74491706846 add (x_6 mul ((-0.7798285555820574 mul tan((-13.253604210004294 add (-109.51286081685863 mul x_3)))) add (((1.0753988908956942 mul (x_5 mul (x_0 mul x_2))) add ((-194.94338723027448 mul (((-527.5984562652803 mul inv((-35.449591364118625 add (6.939266657907789 mul x_7)))) add (-19.865696170540367 mul (x_1 mul inv((0.1895695044885423 add (36.976570470172945 mul x_4)))))))**2) add (20414.842171040145 mul x_7))) sub (-5636.22641280173 mul x_6)))))
225_puma8NH,ok,8,480,5,BeamBFGS,0.4661414670377947,,51.0,349.920,,0.1,(0.9201369280772416 add (((1.8037546843592707 mul x_2) sub (((-1.7411970291951038 mul (x_6 mul x_0)) add (((-2.91076780544496 mul x_1) add (1.768030083751087 mul sin((-1.0447860917550382 add (-1.6150519035597233 mul (x_1 mul x_3)))))) sub (0.14301348771903907 mul x_7))) sub ((-1.1577216995956443 mul sin((8.26542127822042 add (-3.366842530002042 mul x_0)))) add ((0.007289383903396019 mul x_3) sub (0.5177977557953714 mul x_5))))) sub (0.29337258327327703 mul x_4)))
227_cpu_small,skipped_too_many_features,12,,,,,,,0.000,Dataset has 12 features but checkpoint supports <= 10 features,0.1,
228_elusage,ok,2,480,5,BeamBFGS,0.8719428389730617,,28.0,230.550,,0.1,(22.07295202546426 add ((-0.22435029671979287 mul inv((-12.452576293510974 add (1.1296281128387309 mul x_1)))) add ((2.8708988539978426 mul ((-7.947128351885572 add (0.1124099042133524 mul x_0)))**2) sub (7.892464929240118 mul cos((-1.1987579972716855 add (8.573451828064915 mul x_0)))))))
229_pwLinear,ok,10,60,2,BeamBFGS,0.739856258574628,,53.0,29.863,,0.1,(-0.18516916762619715 add (((((0.12797704390936868 mul x_8) sub (-0.04997704390936881 mul x_8)) add (((((1.3377676205204638 mul x_5) sub (-0.0048332921053459935 mul (x_2 mul x_8))) sub ((-0.07854056591419267 mul (x_7 mul x_3)) add (2.64724679332243 mul x_0))) sub (0.05523000247250265 mul (x_7 mul x_8))) sub (-0.23603489359238825 mul (x_3 mul x_9)))) sub (-2.110654392116731 mul x_4)) add ((1.030854200496145 mul x_6) sub (-1.324778186387684 mul x_1))))
230_machine_cpu,ok,6,30,1,BeamBFGS,0.9277058206045375,,28.0,13.328,,0.1,(-2.5865230507843124 add (((-43.05612232953931 mul inv((-1688.5691733330812 add (2.1057698153943063 mul x_0)))) sub (((-0.7745094110501471 mul x_4) add (-0.7449983628673612 mul x_3)) sub (7.386574635363284e-05 mul (x_5 mul x_2)))) add (0.02054520836754203 mul x_1)))
344_mv,ok,10,120,3,BeamBFGS,0.9283422821834794,,43.0,63.841,,0.1,(-3.270816580115575 add (((((0.9269335863271284 mul x_3) add ((0.9272769907765489 mul x_5) sub ((-0.04281426942463457 mul (x_4 mul x_5)) sub (0.39839972110762384 mul (x_0 mul x_2))))) add (-0.00023795639668022122 mul (x_7 mul ((-2059.090965731462 mul x_6) sub ((-3950.349636842548 mul x_5) add (24.037861427598042 mul x_8)))))) sub x_3) sub (0.07800246730526146 mul x_1)))
485_analcatdata_vehicle,ok,4,480,5,BeamBFGS,0.7707862113961446,,27.0,263.644,,0.1,(624.133029180678 add (((469.33245809947897 mul (x_2 mul cos(((-40.15003085987805 mul x_1) sub (-61.11172520086977 mul sin((-8.958669222441408 add (13.964337287053088 mul x_0)))))))) sub (2.5559690752934277 mul x_3)) sub (402.16353628501514 mul x_0)))
505_tecator,skipped_too_many_features,124,,,,,,,0.000,Dataset has 124 features but checkpoint supports <= 10 features,0.1,
519_vinnie,ok,2,60,2,BeamBFGS,0.7373071713185385,,20.0,29.185,,0.1,(3.8513616018818326 add ((-0.4078120106723165 mul cos((8.09633285140987 add (-0.7084350293395617 mul (x_1 mul x_0))))) sub ((-0.5764211813409627 mul x_1) add (0.0627236548809847 mul x_0))))
522_pm10,ok,7,240,4,BeamBFGS,0.23458157305218463,,42.0,104.899,,0.1,(1.151721173621015 add ((-7.881774490211113e-06 mul (x_6 mul x_5)) sub ((-0.3530402816792922 mul x_0) add ((0.12237000101905837 mul x_2) add ((-3.857942468114259 mul (((-0.11431184480014213 mul x_3) sub (-0.013346029890422592 mul x_1)))**2) sub (-2.418868729057977 mul (inv((4.798311460440971 add (-0.44383824664667043 mul x_4))) mul cos((-10.066532902909795 add (6.8704466986896415 mul x_3))))))))))
523_analcatdata_neavote,ok,2,30,1,BeamBFGS,0.9236322448322858,,26.0,9.666,,0.1,(15.093919275130222 add ((-6.46849894964947 mul x_0) sub (-0.056937698335631046 mul (((0.0208932460246848 mul (x_0 mul (x_1 mul x_0))) add (-0.08377293642054763 mul x_1)) mul exp((4.693823704675964 add (0.6539086297607402 mul x_0)))))))
527_analcatdata_election2000,skipped_too_many_features,14,,,,,,,0.000,Dataset has 14 features but checkpoint supports <= 10 features,0.1,
529_pollen,ok,4,60,2,BeamBFGS,0.8277768031427704,,22.0,22.283,,0.1,(12.346121886729563 add ((((-0.027582436039256652 mul x_2) sub (26.358354124105837 mul cos((11.488810946743415 add (0.015709549313427894 mul x_3))))) add (0.2579447236940774 mul x_1)) sub (0.8350454971734287 mul x_0)))
